id x y theta
4 671.75 121.72 -2.282
5 646.09 130.47 -2.010
6 696.78 513.29 0.396
7 471.92 750.15 2.657
8 47.43 301.77 -1.692
9 192.93 97.32 -0.719
10 348.01 446.50 -2.509
11 132.29 260.99 -1.255
12 99.40 268.39 -1.552
13 167.14 637.60 1.133
14 656.85 534.10 -1.097
15 562.33 642.20 -0.587
65
1 772.19 351.77 1.315
2 209.33 76.53 2.460
3 508.56 546.81 -0.428
4 671.36 121.43 -2.285
5 643.88 123.23 -1.992
6 700.86 514.47 0.386
7 463.64 751.56 2.662
8 47.10 299.41 -1.760
9 192.94 97.54 -0.721
10 344.52 442.75 -2.467
11 136.65 252.26 -1.242
12 98.58 268.11 -1.397
13 167.10 637.57 1.132
14 658.59 530.92 -1.073
15 569.18 636.35 -0.555
66
1 773.03 354.61 1.366
2 209.16 76.45 2.459
3 513.52 543.35 -0.443
4 669.88 120.42 -2.326
5 640.30 118.00 -1.921
6 704.27 516.48 0.352
7 456.82 752.97 2.708
8 47.08 297.16 -1.786
9 192.83 97.69 -0.717
10 339.57 438.55 -2.373
11 140.58 243.12 -1.214
12 97.35 269.93 -1.432
13 167.14 637.59 1.132
14 659.41 528.94 -1.059
15 577.27 630.27 -0.661
67
1 772.61 356.86 1.389
2 209.10 76.21 2.491
3 520.93 537.94 -0.558
4 668.96 118.68 -2.371
5 638.54 113.26 -1.937
6 708.98 517.36 0.344
7 450.57 753.87 2.802
8 47.47 295.39 -1.818
9 192.37 98.36 -0.722
10 335.52 435.22 -2.368
11 145.41 232.20 -1.231
12 96.84 269.64 -1.514
13 167.02 637.52 1.138
14 661.00 525.62 -1.027
15 584.10 623.54 -0.655
68
1 771.98 358.93 1.425
2 208.84 76.39 2.518
3 528.43 533.21 -0.586
4 668.12 118.30 -2.403
5 637.49 111.38 -1.965
6 714.28 517.57 0.304
7 443.43 753.11 2.871
8 46.94 292.25 -1.935
9 192.60 98.88 -0.742
10 332.12 431.75 -2.399
11 148.55 222.38 -1.167
12 96.48 269.24 -1.508
13 167.02 637.48 1.135
14 662.91 521.03 -1.002
15 591.58 616.94 -0.714
69
1 771.22 363.86 1.459
2 208.86 76.38 2.534
3 533.80 528.37 -0.676
4 669.62 125.04 -3.069
5 635.47 108.98 -1.991
6 717.65 518.06 0.209
7 435.33 751.87 2.960
8 47.11 291.25 -1.940
9 192.95 98.98 -0.723
10 329.21 428.14 -2.403
11 153.93 212.03 -1.150
12 96.38 268.88 -1.523
13 167.06 637.53 1.134
14 664.21 519.09 -1.032
15 598.71 610.15 -0.740
70
1 770.64 368.44 1.535
2 208.52 76.15 2.570
3 538.80 523.05 -0.769
4 667.87 131.43 -2.932
5 630.00 104.33 -1.974
6 720.66 519.10 0.175
7 428.52 752.52 3.004
8 47.84 289.62 -1.881
9 192.84 99.38 -0.748
10 324.28 423.35 -2.285
11 158.63 204.90 -1.102
12 96.18 268.82 -1.530
13 167.00 637.41 1.132
14 665.91 517.41 -0.971
15 603.83 602.95 -0.793
71
1 769.70 375.22 1.596
2 206.18 75.65 2.680
3 543.65 518.68 -0.741
4 669.91 130.44 2.945
5 627.50 100.43 -2.019
6 723.48 519.07 0.154
7 419.29 753.09 3.017
8 47.76 289.12 -1.941
9 192.84 99.58 -0.791
10 320.33 418.48 -2.314
11 163.17 196.32 -1.066
12 95.84 268.62 -1.540
13 167.01 637.54 1.138
14 669.04 514.75 -0.954
15 610.23 596.07 -0.792
72
1 767.34 383.41 1.682
2 203.04 76.33 2.761
3 547.61 514.58 -0.745
4 670.36 129.22 -3.116
5 623.94 96.27 -2.065
6 726.62 518.38 0.156
7 409.73 752.74 3.050
8 48.22 288.69 -1.876
9 192.72 98.00 -0.986
10 317.42 415.55 -2.375
11 168.66 188.42 -1.110
12 95.95 268.47 -1.546
13 166.96 637.49 1.138
14 669.27 513.64 -0.985
15 615.93 588.86 -0.792
73
1 765.84 390.01 1.779
2 202.42 76.78 2.777
3 552.86 509.18 -0.882
4 670.43 129.29 -3.131
5 618.50 92.00 -2.113
6 730.52 517.82 0.053
7 398.01 752.72 2.983
8 47.76 288.26 -1.924
9 192.73 97.66 -1.047
10 314.78 411.33 -2.323
11 173.61 178.67 -1.062
12 95.86 267.87 -1.546
13 167.01 637.55 1.137
14 669.10 513.22 -1.007
15 622.66 581.64 -0.808
74
1 763.32 397.11 1.681
2 202.30 76.94 2.763
3 557.57 502.79 -0.849
4 671.10 128.42 -3.086
5 613.19 87.04 -2.236
6 733.41 517.53 0.010
7 388.83 754.04 3.004
8 47.62 288.25 -1.993
9 193.36 97.01 -1.092
10 310.02 405.38 -2.187
11 180.34 169.09 -1.061
12 95.83 268.11 -1.531
13 166.98 637.52 1.140
14 669.27 512.01 -1.050
15 628.65 574.60 -0.842
75
1 762.52 405.31 1.749
2 202.11 76.55 2.782
3 561.91 496.85 -0.838
4 670.83 125.50 -2.781
5 611.65 84.42 -2.256
6 735.87 516.98 -0.086
7 382.91 754.25 2.943
8 48.12 289.01 -2.089
9 193.50 96.36 -1.151
10 306.34 400.19 -2.267
11 185.58 160.17 -1.019
12 95.99 268.16 -1.527
13 166.94 637.54 1.147
14 669.48 510.07 -1.068
15 635.80 565.73 -0.886
76
1 760.26 411.84 1.707
2 201.14 76.01 2.807
3 566.83 490.12 -0.979
4 669.94 121.74 -2.388
5 608.98 82.74 -2.361
6 739.11 516.30 -0.101
7 374.39 754.63 2.915
8 47.23 290.11 -2.290
9 193.25 96.50 -1.191
10 303.90 396.76 -2.320
11 190.29 153.17 -1.014
12 95.70 268.14 -1.543
13 166.94 637.53 1.146
14 670.01 507.91 -1.128
15 641.21 558.15 -0.890
77
1 759.15 417.31 1.648
2 200.85 75.69 2.803
3 571.93 482.80 -0.976
4 667.40 118.11 -2.390
5 602.24 79.89 -2.445
6 741.84 513.93 -0.146
7 366.39 754.13 2.936
8 47.92 292.51 -2.576
9 193.00 97.01 -1.172
10 299.53 391.62 -2.241
11 196.85 146.19 -1.008
12 95.40 268.52 -1.576
13 166.85 637.43 1.152
14 671.35 505.19 -1.243
15 646.24 550.46 -0.887
78
1 759.56 423.58 1.669
2 200.12 74.84 2.772
3 576.61 474.80 -1.018
4 665.84 115.87 -2.363
5 596.51 76.21 -2.465
6 743.72 511.61 -0.192
7 359.54 753.30 3.085
8 48.43 300.12 1.046
9 193.10 97.52 -1.130
10 296.32 387.88 -2.257
11 200.88 139.96 -0.951
12 95.69 271.03 -1.630
13 166.84 637.43 1.152
14 672.09 503.53 -1.349
15 651.83 543.05 -0.991
79
1 759.63 427.79 1.524
2 198.84 74.82 2.707
3 581.63 466.95 -1.082
4 665.18 116.16 -2.401
5 590.73 72.97 -2.523
6 744.91 509.92 -0.268
7 352.54 751.26 -3.131
8 48.94 307.73 1.526
9 193.11 97.47 -1.137
10 292.19 382.32 -2.346
11 206.39 132.96 -0.939
12 96.35 272.38 -1.691
13 166.80 637.38 1.157
14 672.09 501.54 -1.433
15 655.98 534.95 -1.022
80
1 760.51 432.80 1.421
2 196.16 75.87 2.668
3 584.61 460.11 -1.052
4 663.44 113.68 -2.387
5 581.80 70.31 -2.613
6 745.03 508.92 -0.396
7 344.25 749.05 -3.121
8 51.23 314.63 1.237
9 192.99 97.96 -1.138
10 288.85 377.93 -2.314
11 212.98 126.96 -0.871
12 96.51 272.52 -1.720
13 166.76 637.31 1.161
14 672.51 497.27 -1.471
15 660.75 527.80 -1.048
81
1 762.50 435.33 1.290
2 195.25 76.73 2.671
3 588.01 453.25 -1.162
4 662.41 112.34 -2.381
5 575.00 66.25 -2.722
6 745.14 507.89 -0.474
7 336.33 747.85 -3.103
8 53.52 316.80 1.286
9 192.98 98.27 -1.100
10 284.10 373.44 -2.231
11 218.48 120.10 -0.877
12 96.54 272.65 -1.717
13 166.80 637.33 1.159
14 672.19 494.63 -1.493
15 664.15 524.44 -1.061
82
1 764.34 439.97 1.181
2 193.90 77.56 2.680
3 591.01 447.53 -1.163
4 658.95 109.03 -2.409
5 567.23 62.14 -2.563
6 745.71 507.16 -0.498
7 326.57 746.77 -3.096
8 52.62 316.48 1.135
9 194.40 98.49 -0.964
10 280.65 369.23 -2.252
11 226.05 113.71 -0.854
12 96.45 272.97 -1.722
13 166.82 637.37 1.168
14 671.30 494.51 -1.639
15 664.66 523.89 -1.060
83
1 764.58 442.24 1.198
2 191.61 78.42 2.646
3 593.37 442.25 -1.116
4 655.28 107.24 -2.443
5 559.06 59.03 -2.597
6 747.21 505.57 -0.545
7 317.22 744.83 -3.105
8 51.97 317.01 1.040
9 195.66 98.33 -0.877
10 278.06 365.27 -2.287
11 232.22 106.37 -0.845
12 96.11 273.83 -1.729
13 166.83 637.45 1.174
14 670.44 493.58 -1.817
15 664.70 523.84 -1.063
84
1 765.27 445.76 1.328
2 190.03 80.48 2.612
3 596.52 434.84 -1.197
4 653.08 104.88 -2.464
5 552.19 54.71 -2.725
6 748.97 502.24 -0.731
7 310.66 742.55 -3.065
8 50.60 317.06 0.903
9 197.45 97.84 -0.800
10 274.77 360.36 -2.247
11 239.55 99.16 -0.846
12 96.13 274.42 -1.742
13 166.83 637.46 1.174
14 669.61 492.37 -1.991
15 665.21 523.53 -1.055
85
1 765.05 448.67 1.443
2 188.48 82.94 2.468
3 599.84 426.54 -1.146
4 649.76 102.92 -2.536
5 543.52 51.20 -2.626
6 749.74 500.59 -0.833
7 302.02 739.94 -3.043
8 49.75 318.74 0.898
9 200.01 97.81 -0.711
10 270.58 355.48 -2.225
11 247.24 91.64 -0.785
12 96.35 274.05 -1.708
13 166.75 637.33 1.173
14 669.01 493.01 -2.106
15 665.44 523.20 -1.028
86
1 764.00 451.71 1.618
2 186.83 85.13 2.420
3 602.82 419.17 -1.167
4 646.91 102.35 -2.626
5 534.67 47.98 -2.718
6 751.06 497.98 -0.925
7 293.02 736.66 -2.990
8 49.80 318.42 0.859
9 202.36 97.73 -0.712
10 266.93 350.67 -2.275
11 254.62 84.81 -0.781
12 96.23 273.86 -1.731
13 166.78 637.41 1.171
14 667.72 491.87 -2.183
15 666.11 523.12 -0.959
87
1 761.18 458.36 1.716
2 188.99 86.87 2.389
3 605.97 410.88 -1.257
4 642.60 99.64 -2.586
5 526.10 44.49 -2.814
6 753.13 494.43 -0.908
7 283.27 733.92 -3.029
8 46.78 320.20 0.729
9 207.19 95.09 -0.693
10 264.47 347.02 -2.294
11 263.68 78.00 -0.767
12 96.45 274.19 -1.727
13 166.78 637.44 1.171
14 665.20 489.58 -2.265
15 667.39 522.89 -0.830
88
1 759.54 461.87 1.841
2 188.69 88.92 2.293
3 608.30 402.29 -1.260
4 639.13 97.33 -2.584
5 518.68 42.18 -2.777
6 753.74 490.46 -0.863
7 276.84 732.38 -2.990
8 43.92 323.12 0.866
9 213.74 91.89 -0.718
10 260.01 341.68 -2.235
11 270.35 71.98 -0.731
12 96.39 274.25 -1.731
13 166.74 637.40 1.171
14 661.40 487.18 -2.278
15 670.74 520.79 -0.775
89
1 757.63 461.89 1.879
2 187.38 88.14 2.249
3 609.71 393.55 -1.393
4 635.69 94.93 -2.527
5 510.61 40.14 -2.905
6 752.64 491.15 -0.851
7 271.90 729.75 -2.968
8 43.62 322.64 0.944
9 219.22 87.62 -0.785
10 256.16 336.80 -2.204
11 279.59 64.59 -0.733
12 96.26 274.53 -1.754
13 166.62 637.30 1.172
14 657.21 484.70 -2.303
15 675.93 517.90 -0.764
90
1 757.00 462.21 1.859
2 186.70 87.74 2.224
3 611.24 385.03 -1.370
4 631.06 92.59 -2.460
5 503.08 38.58 -2.945
6 752.85 491.81 -0.846
7 265.32 726.94 -2.943
8 44.79 323.44 0.902
9 226.34 80.36 -0.835
10 252.17 331.36 -2.289
11 287.04 56.84 -0.699
12 96.34 275.52 -1.754
13 166.63 637.35 1.176
14 653.12 480.72 -2.292
15 681.15 513.63 -0.782
91
1 756.07 463.12 1.894
2 186.27 88.46 2.241
3 612.20 377.42 -1.413
4 627.00 91.04 -2.472
5 495.61 37.58 -2.856
6 752.66 492.62 -0.866
7 258.68 724.34 -2.883
8 44.95 323.25 0.909
9 234.07 72.52 -0.883
10 249.34 327.22 -2.295
11 296.51 50.74 -0.712
12 96.29 275.95 -1.739
13 166.67 637.47 1.177
14 652.00 477.44 -2.300
15 686.09 507.71 -0.811
92
1 754.41 464.83 1.855
2 184.99 91.85 2.111
3 613.97 367.96 -1.533
4 623.52 90.00 -2.582
5 486.64 35.85 -2.924
6 752.76 492.64 -0.870
7 252.28 721.11 -2.841
8 44.92 323.53 0.907
9 239.60 65.52 -0.897
10 244.60 322.16 -2.194
11 303.74 45.68 -0.675
12 96.20 275.35 -1.733
13 166.67 637.40 1.174
14 649.56 472.82 -2.221
15 691.44 501.65 -0.814
93
1 753.03 465.44 1.913
2 182.76 94.78 2.070
3 614.64 359.59 -1.474
4 617.07 86.66 -2.517
5 479.59 34.07 -2.945
6 752.89 492.96 -0.898
7 243.28 717.90 -2.818
8 45.18 323.91 0.873
9 247.33 57.52 -0.875
10 241.65 318.29 -2.215
11 307.16 42.78 -0.549
12 96.26 275.33 -1.709
13 166.67 637.45 1.178
14 646.81 469.68 -2.123
15 696.19 495.81 -0.826
94
1 751.35 465.64 1.997
2 180.08 99.25 2.067
3 613.49 351.81 -1.557
4 612.45 83.37 -2.481
5 472.24 32.56 -2.825
6 752.88 493.30 -0.883
7 235.22 714.95 -2.869
8 45.41 324.67 0.850
9 255.83 51.87 -0.784
10 238.98 314.27 -2.265
11 310.89 39.94 -0.551
12 96.38 275.51 -1.699
13 166.65 637.46 1.179
14 644.53 464.67 -2.035
15 701.82 489.92 -0.877
95
1 749.94 465.50 2.029
2 176.38 105.64 2.046
3 614.55 344.08 -1.595
4 608.78 81.12 -2.464
5 462.99 30.57 -2.891
6 753.31 493.67 -0.878
7 228.82 711.81 -2.855
8 47.18 326.64 0.821
9 263.22 49.39 -0.614
10 236.23 309.87 -2.223
11 316.93 36.52 -0.566
12 96.38 275.59 -1.704
13 166.65 637.44 1.179
14 643.89 461.60 -2.030
15 706.91 482.31 -0.860
96
1 748.74 465.87 2.061
2 173.15 113.93 2.030
3 614.25 335.15 -1.631
4 604.40 78.35 -2.475
5 454.89 27.89 -2.949
6 753.64 494.01 -0.874
7 222.39 708.79 -2.763
8 49.18 328.44 0.780
9 271.19 47.09 -0.526
10 232.74 304.28 -2.170
11 324.10 32.73 -0.515
12 96.25 275.90 -1.695
13 166.65 637.46 1.179
14 642.44 457.68 -2.018
15 712.04 473.55 -1.018
97
1 747.04 465.98 2.153
2 169.11 122.60 2.033
3 612.86 328.48 -1.702
4 600.85 77.19 -2.427
5 445.83 26.93 -2.885
6 754.56 494.39 -0.849
7 217.66 705.18 -2.739
8 52.09 330.42 0.746
9 279.26 43.70 -0.474
10 229.53 299.27 -2.190
11 329.73 29.73 -0.483
12 96.62 276.03 -1.665
13 166.65 637.48 1.178
14 640.56 453.43 -1.907
15 715.66 464.87 -1.071
98
1 744.25 467.41 2.144
2 166.36 130.56 1.971
3 610.47 319.73 -1.773
4 596.51 75.80 -2.545
5 438.10 24.04 -2.940
6 756.07 494.66 -0.796
7 211.69 700.76 -2.780
8 55.88 333.22 0.705
9 291.15 41.29 -0.396
10 227.14 294.84 -2.249
11 334.92 28.23 -0.540
12 96.73 276.00 -1.662
13 166.60 637.41 1.174
14 638.76 448.05 -1.885
15 717.83 457.13 -1.123
99
1 741.54 470.26 2.104
2 163.91 140.60 1.908
3 608.99 311.94 -1.780
4 592.86 74.05 -2.664
5 430.46 21.86 -2.849
6 757.70 494.33 -0.818
7 205.97 697.17 -2.701
8 60.80 336.72 0.648
9 302.70 39.00 -0.326
10 223.85 290.01 -2.186
11 341.28 25.32 -0.461
12 96.88 275.77 -1.642
13 166.59 637.26 1.165
14 637.73 442.51 -1.911
15 720.90 449.19 -1.187
100
1 738.87 473.92 2.088
2 161.06 148.58 1.853
3 606.47 301.57 -1.848
4 585.50 71.98 -2.726
5 423.14 21.22 -2.880
6 758.44 493.54 -0.842
7 200.87 691.97 -2.694
8 64.73 339.10 0.591
9 312.62 37.07 -0.294
10 220.55 285.45 -2.153
11 347.13 23.82 -0.380
12 97.04 275.09 -1.559
13 166.58 637.24 1.164
14 637.64 437.61 -1.898
15 722.74 439.83 -1.177
101
1 737.12 477.74 2.012
2 159.80 159.27 1.765
3 603.58 292.47 -1.828
4 578.44 70.52 -2.767
5 417.55 19.61 -2.922
6 758.80 493.21 -0.860
7 193.65 687.35 -2.620
8 70.06 342.33 0.610
9 325.06 34.20 -0.292
10 217.17 280.51 -2.230
11 350.59 23.79 -0.394
12 97.28 272.77 -1.429
13 166.58 637.24 1.164
14 636.99 433.56 -1.776
15 725.78 429.27 -1.244
102
1 734.99 482.60 1.933
2 156.55 168.90 1.765
3 600.90 284.11 -1.860
4 573.02 69.10 -2.758
5 415.00 19.53 -3.003
6 758.73 492.68 -0.914
7 185.82 682.07 -2.608
8 75.08 346.25 0.579
9 335.71 32.45 -0.229
10 214.19 275.68 -2.194
11 356.16 21.86 -0.428
12 97.09 273.01 -1.366
13 166.58 637.26 1.164
14 635.97 429.58 -1.632
15 728.28 420.31 -1.211
103
1 732.81 487.00 1.928
2 155.24 178.31 1.670
3 596.91 274.79 -1.900
4 564.41 65.63 -2.633
5 410.56 20.22 -3.028
6 758.57 492.80 -0.893
7 179.02 678.21 -2.614
8 78.79 348.70 0.567
9 339.88 34.51 -0.129
10 209.76 268.97 -2.122
11 363.04 21.06 -0.445
12 95.69 274.89 -1.462
13 166.55 637.26 1.161
14 637.26 425.28 -1.585
15 730.66 411.30 -1.220
104
1 731.34 492.41 1.934
2 155.72 188.25 1.555
3 592.94 265.73 -1.825
4 557.06 62.01 -2.687
5 402.42 20.87 -3.089
6 758.60 493.57 -0.840
7 173.93 673.24 -2.577
8 83.73 351.50 0.542
9 340.54 35.60 -0.107
10 205.78 262.87 -2.121
11 363.20 21.87 -0.507
12 95.45 275.18 -1.515
13 166.60 637.51 1.170
14 638.11 422.65 -1.612
15 733.08 402.25 -1.219
105
1 730.79 496.31 1.805
2 155.70 197.25 1.541
3 589.65 256.80 -1.949
4 550.37 58.53 -2.738
5 395.84 21.30 3.107
6 760.31 492.90 -0.834
7 168.26 668.29 -2.523
8 89.56 355.11 0.537
9 341.96 37.93 0.016
10 203.63 258.24 -2.221
11 363.41 22.26 -0.585
12 95.44 275.13 -1.523
13 166.60 637.56 1.171
14 637.70 417.62 -1.618
15 735.05 392.64 -1.245
106
1 729.36 499.68 1.734
2 156.89 207.94 1.495
3 585.34 248.11 -1.985
4 542.94 54.96 -2.564
5 392.78 22.85 3.060
6 759.94 492.35 -0.942
7 164.37 665.62 -2.499
8 94.98 358.22 0.529
9 346.00 40.03 0.134
10 200.45 253.46 -2.168
11 363.45 22.33 -0.572
12 95.46 275.01 -1.529
13 166.55 637.60 1.184
14 636.63 413.60 -1.596
15 737.79 385.19 -1.284
107
1 728.30 504.73 1.662
2 158.04 219.59 1.502
3 581.48 241.92 -1.990
4 535.01 49.65 -2.555
5 390.81 24.33 3.110
6 760.26 492.48 -1.024
7 161.38 664.54 -2.488
8 100.71 361.99 0.557
9 351.41 42.20 0.206
10 196.80 246.55 -2.055
11 363.58 22.01 -0.561
12 95.40 275.07 -1.567
13 166.44 637.71 1.218
14 636.50 407.65 -1.575
15 739.45 376.26 -1.296
108
1 728.54 510.73 1.653
2 159.94 229.60 1.429
3 577.55 234.25 -2.107
4 527.86 44.47 -2.571
5 390.24 24.87 3.098
6 761.19 491.71 -1.055
7 156.58 661.36 -2.491
8 105.96 365.40 0.549
9 356.64 46.03 0.240
10 193.89 240.88 -2.099
11 364.12 21.65 -0.538
12 95.56 275.12 -1.581
13 166.44 637.73 1.233
14 636.52 402.73 -1.606
15 741.33 367.86 -1.358
109
1 728.38 516.79 1.514
2 161.44 240.61 1.343
3 573.36 226.96 -2.083
4 521.70 41.40 -2.515
5 390.03 25.02 3.111
6 761.86 490.69 -1.026
7 149.14 658.01 -2.467
8 110.20 368.19 0.566
9 362.74 49.50 0.152
10 192.28 236.87 -2.076
11 364.21 21.15 -0.481
12 95.90 275.17 -1.595
13 166.57 637.67 1.229
14 636.36 399.11 -1.593
15 743.05 359.18 -1.352
110
1 729.53 521.09 1.311
2 164.36 250.63 1.292
3 568.95 219.42 -2.143
4 516.27 38.44 -2.612
5 390.19 25.32 3.104
6 762.73 489.86 -1.022
7 146.35 654.28 -2.385
8 115.58 372.23 0.621
9 367.74 50.85 0.195
10 189.72 230.59 -1.945
11 364.25 20.72 -0.473
12 96.23 276.06 -1.611
13 166.90 637.46 1.233
14 635.94 396.75 -1.690
15 744.20 349.48 -1.405
111
1 732.03 525.46 1.231
2 167.38 260.80 1.256
3 562.97 213.46 -2.286
4 511.26 36.10 -2.761
5 390.15 26.40 3.071
6 764.05 488.69 -1.016
7 144.99 651.27 -2.400
8 120.39 376.37 0.651
9 374.36 53.94 0.207
10 188.43 226.18 -1.911
11 364.24 20.31 -0.452
12 95.89 276.00 -1.609
13 167.11 636.91 1.245
14 635.19 400.18 -1.697
15 745.48 338.85 -1.465
112
1 734.68 531.73 1.107
2 170.15 271.86 1.264
3 556.17 206.69 -2.324
4 504.42 33.93 -2.758
5 389.48 28.16 3.034
6 764.84 488.06 -1.060
7 140.69 647.62 -2.330
8 123.44 379.55 0.730
9 383.97 57.72 0.164
10 186.78 219.87 -2.022
11 364.84 19.61 -0.417
12 95.68 275.72 -1.602
13 167.14 637.12 1.245
14 636.28 401.29 -1.761
15 745.41 327.47 -1.533
113
1 735.24 534.86 1.150
2 175.05 282.79 1.111
3 547.16 199.66 -2.455
4 496.98 33.03 -2.816
5 387.53 30.39 2.972
6 766.12 486.99 -1.072
7 134.63 642.21 -2.383
8 126.17 383.11 0.769
9 393.49 60.09 0.116
10 185.18 216.25 -2.091
11 366.65 17.98 -0.414
12 95.49 275.95 -1.621
13 167.09 637.05 1.266
14 636.74 401.05 -1.763
15 744.90 316.55 -1.533
114
1 735.42 536.52 1.229
2 181.00 292.71 1.018
3 540.04 194.41 -2.440
4 489.39 32.04 -2.990
5 385.74 30.90 2.960
6 767.39 484.20 -1.228
7 130.34 635.56 -2.343
8 129.26 387.36 0.818
9 402.89 61.86 0.031
10 180.80 210.70 -2.044
11 370.73 16.82 -0.356
12 95.22 275.66 -1.618
13 167.11 637.29 1.273
14 636.70 399.83 -1.770
15 744.40 307.17 -1.569
115
1 735.15 538.27 1.358
2 188.58 301.04 0.957
3 533.99 189.73 -2.423
4 482.13 31.95 -2.998
5 384.09 31.24 2.887
6 768.28 482.17 -1.290
7 125.29 628.91 -2.191
8 132.32 392.17 0.911
9 410.36 62.64 -0.050
10 178.65 205.70 -2.082
11 374.04 16.78 -0.290
12 95.23 275.77 -1.616
13 167.20 637.41 1.274
14 636.54 399.15 -1.814
15 743.69 297.12 -1.604
116
1 734.96 540.23 1.479
2 195.48 309.68 0.937
3 527.62 184.01 -2.548
4 475.57 33.03 -3.011
5 380.27 32.93 2.812
6 768.58 481.28 -1.381
7 121.20 622.45 -2.222
8 134.69 396.29 0.930
9 418.24 61.74 -0.210
10 177.59 202.02 -2.173
11 377.38 16.35 -0.205
12 95.36 276.14 -1.597
13 167.26 637.44 1.272
14 635.73 397.27 -1.812
15 743.04 288.86 -1.586
117
1 734.31 543.60 1.634
2 201.29 314.94 0.814
3 519.98 179.01 -2.552
4 467.08 32.98 -3.041
5 376.94 35.59 2.818
6 769.24 480.10 -1.372
7 117.26 617.00 -2.299
8 135.77 401.03 1.057
9 427.48 60.60 -0.268
10 174.78 197.23 -2.138
11 382.20 15.03 -0.143
12 95.08 276.13 -1.591
13 167.26 637.43 1.272
14 634.65 393.38 -1.917
15 742.79 279.35 -1.594
118
1 732.55 548.96 1.666
2 208.82 319.94 0.668
3 512.47 175.44 -2.643
4 462.84 31.96 -3.072
5 374.07 38.55 2.854
6 769.88 478.79 -1.430
7 113.85 611.20 -2.345
8 137.69 405.95 1.227
9 434.71 58.87 -0.156
10 170.66 191.52 -2.124
11 386.42 14.39 -0.044
12 94.76 275.45 -1.598
13 167.28 637.43 1.273
14 634.08 390.87 -1.960
15 742.58 270.05 -1.593
119
1 730.81 555.73 1.790
2 218.05 325.33 0.614
3 506.00 171.45 -2.713
4 461.15 31.34 -3.066
5 369.31 40.88 2.914
6 770.18 477.27 -1.482
7 108.36 604.38 -2.356
8 138.11 412.84 1.415
9 438.87 58.94 -0.092
10 167.92 186.07 -2.207
11 393.38 15.92 -0.045
12 94.64 275.16 -1.581
13 167.28 637.42 1.273
14 633.85 387.69 -2.023
15 742.01 261.42 -1.611
120
1 728.98 561.18 1.853
2 228.02 330.27 0.520
3 496.73 167.61 -2.654
4 460.19 31.15 -3.057
5 364.44 42.19 2.852
6 770.47 475.64 -1.533
7 102.87 597.20 -2.322
8 137.09 418.24 1.564
9 442.39 60.85 -0.072
10 166.54 182.47 -2.196
11 399.24 16.00 0.050
12 94.35 275.04 -1.602
13 167.28 637.42 1.272
14 632.35 383.88 -2.072
15 741.77 253.74 -1.625
121
1 725.87 565.41 1.932
2 237.02 333.66 0.440
3 487.35 163.00 -2.756
4 459.01 30.72 -3.038
5 358.30 44.94 2.919
6 770.74 473.68 -1.554
7 99.21 589.83 -2.213
8 135.70 423.37 1.720
9 447.81 61.39 -0.120
10 163.60 177.90 -2.166
11 403.97 15.10 0.128
12 94.30 275.13 -1.612
13 167.29 637.45 1.271
14 629.52 381.82 -2.010
15 740.38 246.20 -1.606
122
1 722.94 569.43 2.076
2 246.17 336.20 0.366
3 480.11 159.69 -2.764
4 454.86 29.57 -3.000
5 352.02 47.78 2.953
6 771.24 473.01 -1.552
7 94.47 580.71 -2.128
8 134.04 428.14 1.754
9 454.99 61.18 -0.019
10 160.18 173.55 -2.081
11 407.63 15.90 0.113
12 94.21 274.97 -1.615
13 167.28 637.32 1.270
14 626.81 377.75 -2.010
15 738.48 239.61 -1.695
123
1 719.61 574.09 2.134
2 256.38 338.96 0.264
3 471.96 157.01 -2.783
4 450.85 27.95 -2.959
5 344.39 49.29 2.932
6 771.75 470.94 -1.564
7 90.49 570.64 -2.057
8 131.97 433.44 1.836
9 465.33 62.97 -0.000
10 157.54 168.95 -2.113
11 410.91 16.58 0.137
12 94.40 275.39 -1.630
13 167.25 637.27 1.265
14 625.96 374.76 -2.040
15 736.95 233.61 -1.746
124
1 714.85 579.12 2.144
2 266.37 339.30 0.274
3 461.54 153.94 -2.827
4 444.98 26.18 -2.943
5 336.17 51.08 2.986
6 772.14 468.48 -1.525
7 84.83 560.82 -2.105
8 129.29 437.48 1.968
9 474.03 63.67 0.003
10 155.92 165.42 -2.152
11 416.64 17.79 0.212
12 94.21 275.36 -1.648
13 167.26 637.20 1.259
14 625.04 371.61 -2.015
15 734.72 227.28 -1.822
125
1 709.82 584.57 2.211
2 276.56 339.48 0.036
3 453.23 151.86 -2.818
4 442.69 25.92 -2.940
5 328.64 53.96 2.986
6 772.61 465.56 -1.512
7 79.00 550.55 -2.061
8 126.31 439.84 2.056
9 481.21 63.76 0.045
10 153.80 160.87 -2.149
11 420.08 17.75 0.177
12 93.78 274.80 -1.643
13 167.30 637.16 1.256
14 623.50 367.18 -1.938
15 730.70 217.86 -1.899
