id x y theta
2 449.99 146.31 -3.016
3 297.72 123.34 2.687
4 84.28 213.85 -1.266
5 742.92 220.48 1.248
6 86.91 567.59 -1.664
7 485.25 733.93 0.031
8 105.76 602.68 -2.541
9 249.19 709.37 -2.635
10 274.71 683.05 1.735
11 778.72 366.38 1.544
12 106.02 297.68 -1.433
13 414.27 757.12 0.136
14 105.32 564.65 2.669
15 739.93 217.55 -2.069
2059
1 96.50 444.68 -2.333
2 438.60 146.13 -3.042
3 290.29 127.67 2.632
4 86.44 206.21 -1.209
5 743.25 221.11 1.255
6 86.33 566.25 -1.680
7 485.37 734.37 0.073
8 104.84 602.26 -2.564
9 239.23 703.11 -2.554
10 275.00 682.95 1.737
11 778.81 366.68 1.556
12 108.67 290.90 -1.410
13 414.45 757.21 0.146
14 105.18 564.33 2.685
15 739.40 216.55 -2.081
2060
1 93.79 443.57 -2.365
2 428.28 144.95 -3.054
3 282.63 131.51 2.614
4 89.09 200.04 -1.136
5 743.57 221.73 1.262
6 85.71 563.68 -1.696
7 485.13 734.35 0.098
8 103.65 601.99 -2.566
9 231.35 698.75 -2.684
10 275.10 683.21 1.745
11 778.51 367.99 1.606
12 110.76 284.15 -1.238
13 414.38 757.10 0.154
14 105.48 563.92 2.749
15 738.88 215.56 -2.093
2061
1 91.28 441.69 -2.460
2 419.09 144.58 -2.989
3 276.33 137.16 2.611
4 93.09 195.47 -1.147
5 743.89 222.36 1.269
6 85.43 561.46 -1.685
7 485.64 734.50 0.130
8 102.16 601.37 -2.561
9 222.98 691.63 -2.464
10 275.13 683.43 1.752
11 778.79 369.65 1.583
12 112.99 276.05 -1.268
13 414.17 756.76 0.164
14 105.34 563.89 2.791
15 738.35 214.56 -2.105
2062
1 88.62 439.50 -2.524
2 408.96 144.66 3.128
3 270.93 141.09 2.558
4 98.14 188.52 -1.046
5 744.22 222.99 1.276
6 84.77 559.70 -1.686
7 485.60 734.61 0.172
8 100.92 601.82 -2.603
9 215.95 683.33 -2.410
10 275.13 683.89 1.765
11 779.17 371.28 1.537
12 116.55 269.03 -1.230
13 414.76 757.37 0.196
14 105.53 563.91 2.769
15 737.83 213.57 -2.118
2063
1 84.92 437.80 -2.545
2 397.54 145.23 -3.124
3 263.26 145.51 2.591
4 101.33 183.90 -0.971
5 744.54 223.61 1.283
6 83.62 555.74 -1.672
7 485.56 734.49 0.181
8 100.38 602.76 -2.618
9 209.78 675.43 -2.394
10 275.16 684.04 1.763
11 779.30 372.38 1.552
12 120.36 262.51 -1.011
13 414.82 757.37 0.193
14 105.41 563.73 2.774
15 735.59 209.37 -2.120
2064
1 80.67 435.81 -2.560
2 386.79 145.82 3.050
3 256.02 152.03 2.511
4 105.34 179.49 -1.030
5 744.86 224.24 1.290
6 83.00 548.84 -1.629
7 485.72 734.36 0.172
8 101.33 602.45 -2.509
9 203.67 667.31 -2.349
10 275.16 684.04 1.763
11 779.74 375.04 1.562
12 124.51 257.60 -0.978
13 415.14 757.41 0.188
14 105.03 563.31 2.801
15 735.30 208.71 -2.123
2065
1 77.30 433.24 -2.613
2 376.36 146.95 3.025
3 248.63 157.70 2.522
4 108.51 175.52 -0.997
5 745.19 224.87 1.297
6 82.82 540.35 -1.555
7 485.84 734.35 0.178
8 100.71 601.86 -2.480
9 196.64 658.28 -2.317
10 275.17 683.29 1.733
11 780.17 378.26 1.557
12 128.92 253.68 -0.980
13 415.27 757.37 0.183
14 105.19 563.37 2.792
15 735.01 208.04 -2.125
2066
1 72.70 430.64 -2.637
2 367.04 147.64 3.064
3 243.66 162.91 2.439
4 113.01 169.80 -1.023
5 744.85 225.99 1.361
6 81.78 532.29 -1.642
7 486.14 734.31 0.198
8 99.61 600.67 -2.366
9 188.96 647.33 -2.306
10 275.06 682.20 1.660
11 779.82 382.30 1.633
12 134.38 247.25 -0.854
13 414.68 756.48 0.165
14 105.51 563.36 2.788
15 732.48 205.30 -2.167
2067
1 68.44 429.30 -2.628
2 357.54 149.84 2.922
3 238.50 167.66 2.383
4 115.83 165.06 -1.034
5 745.12 227.18 1.336
6 81.87 523.11 -1.633
7 486.19 734.08 0.173
8 97.74 597.91 -2.265
9 181.02 635.88 -2.241
10 275.07 682.65 1.639
11 779.62 385.53 1.655
12 139.50 239.91 -0.964
13 414.46 756.34 0.163
14 105.41 563.35 2.789
15 728.83 201.05 -2.198
2068
1 64.44 427.23 -2.630
2 347.51 151.93 2.921
3 231.83 173.91 2.350
4 119.35 160.09 -1.091
5 744.93 227.25 1.358
6 79.45 513.04 -1.767
7 486.08 733.80 0.100
8 96.65 596.08 -2.253
9 173.68 623.28 -2.215
10 275.14 682.79 1.612
11 779.32 387.35 1.649
12 144.19 233.65 -1.030
13 415.39 756.83 0.186
14 104.83 563.11 2.795
15 725.23 194.99 -2.152
2069
1 60.58 424.66 -2.579
2 339.80 155.08 2.885
3 224.86 181.09 2.324
4 122.90 155.01 -1.058
5 745.25 227.62 1.352
6 77.55 503.83 -1.751
7 486.18 733.79 0.026
8 95.10 593.94 -2.203
9 165.32 612.21 -2.275
10 275.22 683.16 1.581
11 778.87 390.51 1.560
12 148.91 226.25 -0.910
13 415.47 756.71 0.183
14 103.51 562.99 2.815
15 721.99 191.27 -2.103
2070
1 57.47 422.86 -2.538
2 330.49 158.72 2.723
3 219.17 185.99 2.330
4 125.93 149.25 -1.023
5 745.99 228.29 1.313
6 75.51 495.58 -1.732
7 486.12 733.72 0.003
8 93.56 591.67 -2.147
9 157.32 603.06 -2.365
10 275.38 683.08 1.557
11 779.78 393.62 1.521
12 154.21 218.74 -1.040
13 415.51 756.84 0.197
14 102.75 563.89 2.798
15 719.03 185.89 -2.163
2071
1 55.49 421.82 -2.522
2 322.20 161.84 2.803
3 215.09 191.06 2.389
4 129.93 146.33 -1.011
5 746.43 228.92 1.260
6 73.33 485.94 -1.811
7 486.05 733.77 0.007
8 91.60 589.84 -2.125
9 149.55 593.66 -2.237
10 275.40 683.40 1.545
11 779.74 396.01 1.517
12 158.40 213.00 -1.038
13 415.78 756.82 0.184
14 100.96 563.81 2.830
15 713.84 180.00 -2.165
2072
1 53.44 419.90 -2.482
2 312.64 166.99 2.732
3 211.11 196.24 2.341
4 134.21 142.78 -1.010
5 746.21 229.39 1.296
6 71.60 476.37 -1.719
7 485.96 733.91 0.031
8 89.48 586.40 -2.075
9 142.66 584.96 -2.323
10 275.61 683.60 1.526
11 778.80 398.43 1.556
12 163.16 205.66 -0.905
13 415.92 756.73 0.146
14 99.98 563.38 2.818
15 709.68 175.77 -2.214
2073
1 52.26 418.08 -2.391
2 302.80 171.84 2.740
3 207.52 199.55 2.316
4 139.14 138.07 -0.909
5 745.02 229.00 1.396
6 68.06 466.66 -1.786
7 486.30 733.99 0.041
8 88.87 586.75 -2.056
9 135.56 576.17 -2.224
10 275.74 682.48 1.517
11 778.48 401.06 1.544
12 167.10 199.34 -0.988
13 416.54 756.69 0.134
14 99.16 562.96 2.775
15 705.50 169.93 -2.239
2074
1 50.63 416.16 -2.248
2 294.26 176.97 2.720
3 203.58 203.35 2.408
4 143.43 133.65 -0.778
5 745.10 229.70 1.382
6 66.08 456.33 -1.747
7 486.20 733.99 0.047
8 88.88 587.50 -2.024
9 133.55 569.80 -2.199
10 275.55 681.32 1.475
11 777.19 403.99 1.574
12 171.31 194.30 -1.041
13 416.58 756.59 0.132
14 98.49 562.27 2.751
15 700.64 164.01 -2.234
2075
1 49.61 414.58 -2.165
2 284.72 181.47 2.623
3 200.20 208.63 2.308
4 150.41 128.89 -0.790
5 745.69 230.00 1.343
6 63.31 445.69 -1.767
7 486.04 733.96 0.077
8 89.19 587.32 -2.006
9 133.11 567.67 -2.220
10 275.67 681.43 1.433
11 776.88 408.97 1.552
12 175.30 189.23 -0.967
13 416.80 756.73 0.136
14 98.29 562.25 2.708
15 696.89 159.72 -2.267
2076
1 49.39 410.65 -2.148
2 276.86 186.88 2.655
3 196.04 215.53 2.253
4 155.79 125.16 -0.882
5 745.25 230.24 1.366
6 63.68 440.86 -1.704
7 486.26 734.11 0.114
8 89.20 587.49 -2.019
9 134.09 562.92 -2.100
10 275.74 681.31 1.427
11 777.05 414.91 1.620
12 179.15 182.36 -0.957
13 416.76 756.74 0.127
14 98.18 562.64 2.684
15 692.00 154.01 -2.265
2077
1 48.67 408.12 -2.112
2 268.80 193.39 2.511
3 190.30 222.80 2.261
4 158.61 120.12 -0.879
5 745.75 230.24 1.334
6 64.47 439.00 -1.721
7 486.94 734.27 0.136
8 89.33 587.44 -1.997
9 133.55 554.15 -2.029
10 275.83 681.50 1.396
11 776.65 419.79 1.517
12 182.94 177.64 -0.991
13 416.85 756.90 0.144
14 97.17 562.78 2.630
15 686.91 150.06 -2.264
2078
1 47.17 404.27 -1.930
2 260.23 199.53 2.482
3 185.97 228.99 2.261
4 161.17 114.94 -1.078
5 746.29 230.04 1.247
6 64.53 435.65 -1.730
7 487.42 734.08 0.155
8 89.11 587.25 -1.978
9 130.62 548.32 -2.009
10 275.86 681.44 1.396
11 776.07 424.32 1.455
12 190.03 171.04 -0.819
13 416.78 757.02 0.145
14 95.36 562.59 2.568
15 681.31 144.25 -2.296
2079
1 46.42 400.26 -1.874
2 252.89 206.40 2.408
3 181.30 234.45 2.266
4 163.28 111.82 -1.184
5 746.56 229.96 1.236
6 64.06 432.66 -1.676
7 487.51 734.04 0.161
8 88.77 586.66 -1.974
9 126.46 540.63 -2.128
10 275.80 681.24 1.421
11 775.99 430.49 1.548
12 195.49 165.10 -0.808
13 416.61 756.84 0.130
14 92.67 563.38 2.454
15 675.12 137.20 -2.290
2080
1 46.60 394.03 -1.853
2 247.75 211.96 2.293
3 176.61 239.74 2.253
4 165.54 109.97 -1.163
5 744.03 228.70 1.492
6 65.31 430.44 -1.529
7 487.45 733.81 0.103
8 88.55 586.31 -1.976
9 122.92 530.43 -2.085
10 275.76 681.25 1.426
11 775.67 433.97 1.630
12 200.14 160.09 -0.950
13 417.06 757.20 0.179
14 91.68 563.98 2.413
15 667.87 130.21 -2.304
2081
1 46.61 388.14 -1.796
2 240.48 219.89 2.308
3 172.28 249.18 2.099
4 167.16 108.05 -1.085
5 743.19 229.18 1.550
6 67.73 425.50 -1.436
7 487.50 733.36 0.045
8 88.64 586.37 -1.983
9 118.20 521.04 -2.077
10 275.86 681.30 1.419
11 775.34 438.66 1.592
12 206.33 154.59 -0.825
13 417.40 757.24 0.168
14 91.44 564.55 2.408
15 661.96 123.11 -2.356
2082
1 45.73 383.60 -1.737
2 234.90 228.76 2.172
3 168.43 255.37 2.250
4 168.82 106.19 -0.970
5 744.60 229.88 1.454
6 71.21 419.31 -1.481
7 487.68 732.23 -0.068
8 88.32 585.54 -1.961
9 113.05 510.29 -2.124
10 275.87 680.88 1.416
11 775.24 442.75 1.544
12 211.58 149.15 -0.681
13 418.05 757.58 0.163
14 91.31 564.70 2.377
15 656.64 118.92 -2.309
2083
1 46.39 380.70 -1.661
2 229.44 237.97 2.159
3 165.15 262.06 2.083
4 171.18 104.69 -0.916
5 745.18 229.89 1.345
6 73.12 412.72 -1.428
7 487.98 730.46 -0.219
8 88.16 585.93 -1.939
9 107.93 500.17 -2.094
10 275.77 680.52 1.430
11 773.24 447.40 1.571
12 217.28 143.65 -0.843
13 418.60 758.17 0.219
14 91.35 564.52 2.361
15 650.38 113.06 -2.353
2084
1 47.39 376.04 -1.610
2 224.93 246.13 2.138
3 162.60 268.88 1.989
4 175.09 102.12 -0.906
5 745.77 230.24 1.299
6 75.24 404.44 -1.460
7 488.30 728.69 -0.329
8 87.94 586.08 -1.937
9 101.29 489.62 -2.111
10 275.80 680.68 1.423
11 772.37 450.33 1.670
12 222.70 138.40 -0.817
13 418.91 758.65 0.208
14 91.34 564.67 2.346
15 644.83 108.50 -2.404
2085
1 47.28 371.07 -1.500
2 219.40 255.41 2.105
3 159.92 277.36 1.982
4 179.52 99.85 -0.867
5 746.04 230.54 1.295
6 79.39 395.48 -1.379
7 487.95 727.81 -0.433
8 87.93 587.29 -1.976
9 97.04 478.93 -2.002
10 275.85 680.68 1.417
11 770.87 453.91 1.767
12 228.40 134.36 -0.568
13 419.56 759.44 0.216
14 91.41 565.15 2.339
15 640.13 104.39 -2.372
2086
1 48.16 365.83 -1.489
2 213.61 264.54 2.092
3 157.93 284.71 1.885
4 183.71 96.31 -0.758
5 746.48 230.67 1.263
6 82.55 386.18 -1.365
7 487.57 727.19 -0.496
8 87.72 587.37 -1.992
9 93.47 467.04 -1.952
10 275.94 680.77 1.398
11 770.24 457.56 1.736
12 233.38 131.77 -0.534
13 419.86 759.78 0.174
14 91.67 565.03 2.352
15 633.25 98.52 -2.450
2087
1 49.78 360.54 -1.471
2 208.94 274.03 2.003
3 156.15 290.95 1.884
4 187.60 92.74 -0.744
5 746.55 230.69 1.248
6 85.58 377.08 -1.334
7 487.65 726.85 -0.577
8 87.67 587.71 -2.018
9 90.30 454.24 -1.988
10 276.38 681.37 1.372
11 769.89 462.93 1.757
12 239.18 129.59 -0.544
13 420.26 759.90 0.119
14 91.55 564.83 2.347
15 624.85 93.07 -2.477
2088
1 50.40 356.42 -1.415
2 204.04 282.73 2.020
3 152.85 299.59 1.884
4 192.16 89.26 -0.780
5 746.90 230.82 1.243
6 90.52 367.80 -1.289
7 487.67 726.75 -0.665
8 88.21 587.85 -1.987
9 86.40 443.84 -1.939
10 276.74 681.75 1.349
11 767.54 469.02 1.861
12 245.39 126.61 -0.370
13 421.11 760.37 0.027
14 91.59 564.78 2.350
15 616.78 87.03 -2.531
2089
1 51.57 351.47 -1.424
2 203.12 290.16 1.961
3 151.31 308.52 1.765
4 197.64 85.99 -0.755
5 747.31 230.89 1.203
6 93.86 360.50 -1.290
7 487.95 726.20 -0.742
8 88.43 587.94 -1.927
9 84.21 432.21 -1.892
10 277.04 682.05 1.321
11 766.94 474.32 1.808
12 252.09 122.82 -0.415
13 421.72 760.67 -0.040
14 91.62 564.64 2.351
15 609.42 82.10 -2.532
2090
1 52.86 347.19 -1.429
2 200.57 300.58 1.801
3 150.16 317.16 1.739
4 202.43 82.00 -0.661
5 747.38 231.08 1.215
6 98.86 351.98 -1.221
7 488.17 725.91 -0.764
8 88.15 587.83 -1.938
9 82.44 421.10 -1.719
10 277.16 682.78 1.278
11 765.88 479.32 1.805
12 257.51 120.66 -0.570
13 421.68 760.96 -0.067
14 91.54 564.62 2.363
15 602.54 77.21 -2.521
2091
1 53.75 341.95 -1.374
2 198.69 309.26 1.864
3 149.40 325.40 1.753
4 208.89 77.88 -0.693
5 747.61 231.32 1.216
6 103.18 342.77 -1.170
7 488.03 725.94 -0.774
8 87.97 587.77 -2.020
9 81.53 409.35 -1.795
10 277.31 683.34 1.255
11 763.96 483.43 1.806
12 264.38 116.34 -0.526
13 422.05 761.72 -0.157
14 91.52 564.84 2.378
15 594.72 71.31 -2.541
2092
1 54.27 338.99 -1.256
2 197.90 319.45 1.736
3 147.55 333.23 1.727
4 215.42 75.57 -0.671
5 747.72 232.57 1.206
6 108.91 331.94 -1.168
7 488.01 725.93 -0.783
8 87.85 587.94 -2.051
9 79.79 397.29 -1.686
10 277.42 684.42 1.158
11 762.34 489.16 1.825
12 270.21 111.26 -0.480
13 422.65 762.08 -0.147
14 91.54 564.92 2.426
15 587.45 67.16 -2.508
2093
1 56.04 336.06 -1.163
2 196.06 329.21 1.766
3 146.39 341.73 1.761
4 220.31 71.11 -0.600
5 747.67 234.16 1.199
6 113.98 321.68 -1.192
7 488.11 725.76 -0.794
8 87.90 587.96 -2.037
9 78.79 387.07 -1.663
10 278.07 685.91 1.031
11 760.13 497.06 1.848
12 276.67 107.78 -0.656
13 423.68 761.74 -0.074
14 91.59 564.83 2.490
15 581.11 62.14 -2.567
2094
1 57.88 333.62 -1.056
2 195.19 338.79 1.779
3 145.03 349.69 1.761
4 223.87 68.44 -0.679
5 748.05 234.37 1.236
6 117.47 311.55 -1.191
7 488.53 725.70 -0.811
8 88.00 587.77 -2.034
9 79.32 377.13 -1.697
10 279.05 687.38 0.976
11 757.79 503.00 1.777
12 282.32 103.88 -0.688
13 424.54 761.54 -0.194
14 91.49 564.65 2.562
15 574.70 59.70 -2.569
2095
1 59.30 331.53 -0.958
2 194.44 348.68 1.664
3 142.54 357.81 1.873
4 228.01 67.26 -0.669
5 748.84 235.18 1.218
6 121.93 302.36 -1.189
7 488.66 725.60 -0.846
8 87.83 587.58 -2.058
9 79.82 367.72 -1.571
10 280.21 688.56 0.994
11 755.97 509.99 1.818
12 287.82 98.89 -0.684
13 425.12 761.35 -0.099
14 91.42 564.77 2.615
15 567.07 56.69 -2.659
2096
1 62.15 328.94 -0.926
2 193.02 358.74 1.690
3 142.29 364.08 1.816
4 233.83 64.03 -0.603
5 749.06 235.86 1.207
6 125.23 291.71 -1.286
7 489.22 724.98 -0.904
8 87.92 587.52 -2.011
9 78.96 359.06 -1.665
10 281.72 690.32 0.950
11 753.97 516.61 1.852
12 293.83 95.32 -0.760
13 425.57 761.91 -0.024
14 91.29 564.73 2.646
15 560.00 53.61 -2.686
2097
1 65.36 324.60 -0.859
2 193.18 367.39 1.670
3 140.51 373.39 1.710
4 239.33 59.46 -0.565
5 747.25 235.63 1.372
6 128.63 282.50 -1.210
7 489.26 724.95 -0.901
8 87.86 587.46 -2.018
9 80.65 354.00 -1.580
10 283.06 691.76 0.933
11 752.45 521.44 1.772
12 300.37 89.97 -0.674
13 425.78 761.98 0.012
14 90.86 564.61 2.648
15 553.36 51.14 -2.680
2098
1 66.64 321.81 -0.717
2 192.20 378.81 1.619
3 140.09 379.72 1.745
4 245.60 58.89 -0.558
5 747.27 236.03 1.401
6 132.75 271.80 -1.226
7 488.87 724.93 -0.894
8 87.96 587.67 -2.015
9 82.80 348.82 -1.393
10 283.99 693.41 0.877
11 750.31 525.80 1.820
12 304.53 85.41 -0.547
13 425.51 762.12 0.019
14 90.86 564.55 2.595
15 545.30 47.67 -2.774
2099
1 68.43 319.46 -0.614
2 190.80 390.72 1.659
3 140.47 383.23 1.727
4 251.15 57.59 -0.588
5 748.35 237.36 1.388
6 137.46 260.95 -1.124
7 488.16 724.71 -0.946
8 88.06 587.55 -1.993
9 84.93 343.73 -1.273
10 285.92 696.01 0.897
11 748.23 530.81 1.892
12 311.84 83.37 -0.592
13 425.27 761.57 -0.005
14 91.13 564.45 2.551
15 536.68 46.58 -2.832
2100
1 70.22 318.06 -0.625
2 190.88 401.17 1.536
3 141.59 392.31 1.578
4 256.72 53.62 -0.494
5 748.82 238.05 1.385
6 142.89 251.18 -1.129
7 487.49 724.90 -0.953
8 88.17 587.65 -1.989
9 90.05 337.76 -1.204
10 287.83 698.28 0.981
11 745.93 537.32 1.927
12 318.58 79.94 -0.516
13 425.44 762.18 0.045
14 91.26 564.64 2.521
15 526.78 45.36 -2.920
2101
1 70.59 317.36 -0.681
2 191.69 412.96 1.499
3 141.79 400.24 1.634
4 262.65 50.82 -0.591
5 749.50 238.24 1.372
6 149.29 242.25 -1.007
7 487.04 725.08 -0.994
8 87.81 587.69 -2.060
9 96.07 332.15 -1.143
10 289.49 700.77 1.001
11 743.46 542.08 1.920
12 323.93 75.99 -0.396
13 425.05 762.84 0.024
14 91.62 564.96 2.450
15 517.21 45.13 -2.963
2102
1 70.80 316.60 -0.680
2 193.24 422.45 1.415
3 142.58 406.05 1.649
4 268.90 48.45 -0.676
5 749.58 238.76 1.411
6 155.25 233.09 -1.078
7 486.56 725.34 -1.045
8 88.08 588.04 -2.047
9 100.66 328.27 -1.122
10 291.79 703.21 1.020
11 740.71 546.62 1.774
12 330.92 72.62 -0.520
13 424.51 763.02 0.025
14 92.02 565.55 2.400
15 507.31 43.85 -2.981
2103
1 73.00 315.80 -0.650
2 194.23 431.84 1.421
3 143.96 413.86 1.499
4 275.63 44.87 -0.598
5 749.78 239.34 1.405
6 161.12 223.23 -1.018
7 486.70 725.04 -1.071
8 88.03 588.19 -2.054
9 106.19 321.25 -1.161
10 293.06 705.86 1.031
11 738.75 549.41 1.763
12 337.93 68.96 -0.489
13 424.45 763.02 0.026
14 92.11 565.25 2.294
15 496.84 42.51 -3.003
2104
1 75.46 313.55 -0.574
2 195.00 441.93 1.473
3 144.00 421.58 1.561
4 280.39 41.32 -0.526
5 750.28 239.35 1.368
6 166.91 213.36 -0.980
7 486.92 724.74 -1.106
8 88.13 588.52 -2.059
9 110.93 313.26 -1.230
10 294.82 709.39 1.081
11 737.90 550.57 1.806
12 342.92 65.27 -0.425
13 424.44 763.00 0.027
14 92.10 564.70 2.200
15 487.22 42.31 -2.944
2105
1 77.11 310.31 -0.654
2 196.72 451.98 1.399
3 144.95 427.84 1.543
4 286.80 39.24 -0.555
5 750.51 239.24 1.352
6 174.02 204.34 -0.906
7 487.29 724.48 -1.113
8 87.97 588.66 -2.086
9 114.91 307.43 -1.281
10 296.48 712.61 1.189
11 736.13 555.42 1.911
12 349.62 63.07 -0.562
13 424.19 762.98 0.041
14 92.56 564.05 2.066
15 477.18 40.89 -3.023
2106
1 77.71 308.09 -0.654
2 197.51 462.31 1.409
3 145.88 435.01 1.402
4 293.37 37.69 -0.503
5 751.03 239.76 1.329
6 181.40 197.67 -0.828
7 487.57 724.42 -1.126
8 88.04 588.89 -2.098
9 120.67 299.77 -1.367
10 297.64 715.95 1.172
11 733.94 559.82 2.006
12 357.62 60.77 -0.437
13 423.83 762.74 0.032
14 92.91 563.14 1.960
15 466.58 40.68 -3.084
2107
1 79.78 306.04 -0.705
2 199.52 473.20 1.400
3 147.28 443.09 1.417
4 298.67 34.88 -0.446
5 751.07 239.84 1.324
6 189.27 189.85 -0.893
7 488.00 724.29 -1.151
8 88.32 588.97 -2.095
9 122.84 294.63 -1.427
10 299.53 719.10 1.171
11 731.70 563.83 2.031
12 362.90 58.20 -0.407
13 423.61 762.91 -0.003
14 94.31 561.12 1.833
15 455.21 41.08 3.080
2108
1 81.87 303.49 -0.847
2 201.35 484.24 1.349
3 149.31 448.49 1.370
4 302.41 34.32 -0.364
5 751.46 240.41 1.292
6 199.18 180.96 -0.773
7 488.47 723.82 -1.121
8 88.43 589.33 -2.083
9 125.64 286.41 -1.437
10 300.57 722.33 1.218
11 729.31 568.92 2.039
12 370.19 55.60 -0.506
13 423.32 763.09 0.071
14 94.94 561.16 1.767
15 444.96 42.90 3.107
2109
1 83.56 299.38 -0.931
2 203.54 493.07 1.386
3 151.28 454.06 1.282
4 309.65 33.70 -0.398
5 751.93 240.27 1.277
6 204.58 175.27 -0.857
7 488.66 724.16 -1.064
8 88.42 588.94 -2.062
9 128.32 276.38 -1.432
10 302.25 726.80 1.320
11 726.57 573.19 1.989
12 377.91 53.74 -0.462
13 422.97 763.23 0.031
14 94.04 561.48 1.767
15 434.29 43.41 3.047
2110
1 85.22 294.90 -1.062
2 206.46 503.19 1.346
3 151.74 459.22 1.251
4 317.18 31.58 -0.366
5 751.29 242.21 1.311
6 211.38 170.01 -0.849
7 488.86 724.47 -1.034
8 88.72 589.16 -2.037
9 131.26 265.54 -1.453
10 303.03 729.32 1.319
11 722.25 578.90 2.022
12 382.90 51.20 -0.396
13 422.73 763.14 0.024
14 93.09 562.24 1.753
15 424.49 44.38 3.045
2111
1 86.82 290.60 -1.105
2 208.87 514.16 1.281
3 153.15 463.55 1.263
4 322.36 29.24 -0.289
5 750.83 243.55 1.287
6 220.83 164.18 -0.723
7 489.21 724.97 -0.993
8 88.46 589.02 -2.067
9 133.15 256.46 -1.481
10 303.73 731.04 1.306
11 719.64 584.11 2.077
12 386.59 49.42 -0.398
13 422.43 763.05 0.018
14 93.33 563.07 1.661
15 418.23 44.09 3.060
2112
1 88.29 286.14 -1.090
2 212.75 524.56 1.182
3 157.35 471.05 1.213
4 329.17 29.22 -0.352
5 752.20 244.23 1.326
6 230.56 156.47 -0.690
7 488.78 725.79 -0.900
8 88.35 589.06 -2.072
9 134.92 246.04 -1.479
10 304.66 731.91 1.267
11 715.49 590.50 2.071
12 386.82 49.07 -0.369
13 422.23 763.03 0.006
14 93.61 563.79 1.610
15 417.56 43.72 3.026
2113
1 90.00 281.23 -1.128
2 216.45 534.44 1.191
3 159.55 477.60 1.228
4 335.51 29.58 -0.249
5 752.84 245.47 1.370
6 240.31 150.14 -0.605
7 487.87 726.31 -0.861
8 88.24 588.68 -2.019
9 137.58 235.68 -1.333
10 305.44 733.48 1.219
11 711.12 596.68 2.139
12 386.94 49.14 -0.355
13 422.26 763.04 0.006
14 93.01 565.28 1.580
15 417.67 43.64 3.026
2114
1 91.75 275.87 -1.216
2 219.96 542.49 1.200
3 161.91 483.57 1.302
4 341.33 28.27 -0.081
5 752.95 247.17 1.465
6 249.88 145.53 -0.569
7 487.77 726.17 -0.856
8 88.05 588.55 -2.024
9 140.98 225.73 -1.332
10 306.11 734.13 1.163
11 706.32 603.45 2.218
12 386.83 49.35 -0.362
13 422.57 763.18 0.041
14 92.69 567.42 1.548
15 417.68 43.76 3.014
2115
1 92.90 271.12 -1.201
2 225.68 552.09 1.051
3 165.50 491.12 1.176
4 349.57 28.66 -0.100
5 753.51 248.75 1.442
6 259.50 140.98 -0.458
7 487.79 726.48 -0.811
8 87.58 588.18 -2.047
9 144.83 215.76 -1.308
10 306.64 735.09 1.094
11 700.84 609.86 2.185
12 386.64 49.55 -0.346
13 422.60 763.25 0.088
14 93.10 569.24 1.469
15 417.79 43.84 2.988
2116
1 93.70 266.36 -1.244
2 231.67 561.21 1.093
3 167.57 496.35 1.144
4 353.69 28.14 -0.133
5 754.12 249.81 1.431
6 269.92 137.87 -0.528
7 487.57 727.10 -0.764
8 88.70 588.31 -1.929
9 147.99 207.15 -1.207
10 307.59 735.89 1.067
11 696.18 615.29 2.132
12 386.58 49.61 -0.363
13 422.52 763.28 0.080
14 94.15 570.04 1.475
15 417.53 44.07 2.967
2117
1 94.40 261.88 -1.349
2 237.74 569.84 0.992
3 170.74 503.89 1.126
4 356.64 27.16 -0.176
5 754.63 250.12 1.398
6 280.50 135.41 -0.328
7 487.23 727.39 -0.741
8 88.96 588.47 -1.917
9 152.54 199.27 -1.219
10 309.12 738.18 1.017
11 692.87 622.10 2.187
12 386.46 49.85 -0.345
13 422.26 762.68 -0.050
14 95.05 570.61 1.505
15 417.68 44.26 2.968
2118
1 95.40 256.86 -1.318
2 243.13 577.85 0.949
3 175.63 512.56 1.018
4 361.51 24.86 -0.227
5 755.05 250.76 1.404
6 292.22 133.10 -0.333
7 486.94 727.50 -0.726
8 89.57 589.11 -1.882
9 158.64 189.84 -1.082
10 310.51 739.10 0.967
11 686.99 628.66 2.208
12 386.17 49.96 -0.333
13 422.62 763.22 0.037
14 95.83 571.16 1.532
15 417.66 44.26 2.968
2119
1 96.06 252.73 -1.360
2 249.24 586.28 0.990
3 179.86 519.39 1.057
4 368.21 23.18 -0.278
5 755.28 251.23 1.390
6 302.92 130.60 -0.354
7 486.95 727.56 -0.741
8 89.72 589.91 -1.887
9 165.79 181.58 -1.121
10 312.14 740.41 0.921
11 682.91 631.96 2.213
12 386.41 49.83 -0.320
13 422.48 763.36 0.110
14 96.21 571.25 1.533
15 417.80 44.11 2.995
2120
1 96.77 249.09 -1.425
2 255.69 593.92 0.823
3 184.78 526.34 1.009
4 374.17 22.78 -0.229
5 755.83 251.92 1.333
6 315.25 127.14 -0.330
7 486.50 727.49 -0.816
8 90.03 590.40 -1.880
9 172.86 172.16 -0.992
10 314.76 741.56 0.813
11 678.24 638.68 2.234
12 386.70 49.96 -0.297
13 422.61 763.30 0.079
14 97.07 571.39 1.507
15 417.24 43.63 3.055
2121
1 97.35 245.74 -1.477
2 262.41 601.22 0.842
3 188.85 533.27 0.993
4 379.99 21.63 -0.127
5 755.78 252.57 1.362
6 325.46 123.72 -0.391
7 486.17 727.41 -0.877
