X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	
543.58	853.89	1	293.77	273.59	1	444.14	809.27	1	179.65	375.55	-2	171.49	424.61	-2	133.29	426.51	NaN
564.29	845.52	1	308.65	256.7	1	443.63	808.82	1	179.32	375.72	-2	171.5	424.69	-2	131.64	429.11	-2
586.43	833.98	1	335.37	239.6	1	443.08	808.36	1	178.99	375.9	-2	171.51	424.77	-2	131.31	429.69	NaN
609.36	826.33	1	344	237.05	1	442.08	806.41	1	178.66	376.07	-2	171.52	424.85	-2	133.04	429.06	NaN
632.97	826.47	1	357.47	237.7	1	444.92	807.67	1	178.32	376.25	-2	171.53	424.94	-2	130.82	430.17	NaN
646.52	823.4	1	357.72	233.87	1	446.6	808.53	1	177.99	376.42	-2	171.54	425.02	-2	131.13	430.52	NaN
656.28	818.3	1	345.41	239.35	1	446.93	806.97	1	177.66	376.6	-2	171.55	425.1	-2	129.86	430.33	NaN
666.67	811.92	1	334.75	257.38	1	446.63	806.16	1	177.33	376.77	-2	171.56	425.18	-2	130.33	428.71	NaN
679.36	802.1	1	324.21	270.05	1	446.3	805.9	1	176.99	376.95	-2	171.57	425.26	-2	130.45	430.56	NaN
689.38	793.86	1	307.27	282.04	1	445.87	804.51	1	176.66	377.12	-2	171.58	425.34	-2	129.92	432.06	NaN
707.62	780.55	1	291.72	298.08	1	445.42	803.27	1	176.33	377.3	-2	171.59	425.42	-2	129.73	432.42	NaN
725.84	766.59	1	262.6	323.57	1	444.68	800.96	1	176	377.47	-2	171.6	425.5	-2	129.57	432.19	NaN
741.59	752.67	1	231.56	337.97	NaN	444.34	800.29	1	175.66	377.65	-2	171.61	425.58	-2	129.53	433.85	NaN
749.63	740.72	1	236.1	334.09	-2	443.77	798.8	1	175.33	377.82	-2	171.62	425.66	-2	130.57	434.14	NaN
757.11	727.13	1	222.85	339.35	NaN	443.64	797.22	1	175	378	-2	171.63	425.74	-2	129.87	436.38	NaN
763.57	723.39	1	233.08	337.64	0.9601	438.39	791.99	1	173.7	378.13	-2	171.64	425.82	-2	129.47	436.63	NaN
765.03	719.92	1	240.15	341.48	0.9601	434.94	789.59	1	173.36	378.3	-2	171.65	425.9	-2	129.98	437.9	NaN
766.45	718.98	1	248.38	341.46	0.9601	429.96	782.27	1	173.02	378.48	-2	171.66	425.98	-2	124	440	-2
767.35	717.42	1	256.89	350.52	0.9601	422.11	777.33	1	172.68	378.65	-2	171.67	426.06	-2	123	443	-2
767.03	716.6	1	260.15	363.21	0.9601	410.96	769.8	1	172.34	378.83	-2	171.68	426.14	-2	123	446	-2
774.06	708.81	1	265.56	389.8	0.9601	392.78	761.02	1	172	379	-2	171.69	426.22	-2	123	449	-2
776.57	704.38	1	271.45	426.83	0.9601	371.18	753.22	1	171.75	378.61	-2	171.7	426.3	-2	123	456	-2
780.18	697.02	1	271.72	470.46	0.9601	358.86	755.77	1	171.41	378.78	-2	171.71	426.38	-2	123.17	456.76	-2
784.32	687.92	1	260.83	510.25	0.9601	355.38	763.13	1	171.07	378.95	-1	171.72	426.47	-1	122.82	457.46	-1
789.44	675.81	1	242.15	527.52	0.9601	360.54	764.29	1	174.57	379.72	NaN	180.98	425.42	-2	126.81	454.3	-2
792.58	658.94	1	216.51	540.43	0.9601	360.71	764.67	1	187.85	364.59	-2	181.06	425.49	-2	126.49	454.97	0.8502
790.39	644.42	1	187.36	535.54	0.9601	359.84	765.17	1	187.55	364.58	-1	181.12	425.58	-1	123.97	471.68	0.8502
