X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	
377	539.87	1	1032.4	629.84	1	828.66	67.946	1	859.95	922.01	1	560.56	594.22	1
387.27	542.74	1	1034.2	622.56	1	821.11	68.629	1	870.79	919.96	1	567.45	572.15	1
394.48	544.73	1	1036	614.8	1	815.26	69.091	1	880.65	918.37	1	574.17	554.56	1
403.61	546.92	1	1037.8	606.98	1	808.18	69.678	1	890.62	916.93	1	580.94	537.73	1
416.79	550.27	1	1039.2	600.18	1	802.68	70.132	1	898.56	915.94	1	588.1	524.68	1
426.28	552.99	1	1040.6	593.63	1	794.66	71.912	1	907.87	914.77	1	601.89	519.2	1
435	555.18	1	1041.7	587.76	1	784.83	76.245	1	915.94	913.71	1	617.44	528.69	1
440.25	556.64	1	1042.8	582.06	1	776.21	80.488	1	923.07	912.81	1	633.35	540.52	1
451.23	558.75	1	1043.8	576.34	1	767.96	84.516	1	929.25	912	1	651.44	552.47	1
459.8	557.24	1	1044.8	571.06	1	761.31	87.855	1	936.04	911.34	1	667.76	564.64	1
468.9	550.61	1	1045.8	565.92	1	756.53	90.917	1	943.02	910.58	1	681.53	575.39	1
476.57	541.31	1	1046.5	562.18	1	750.63	95.769	1	947.82	910.1	1	695.06	585.56	1
483.71	530.62	1	1047.5	557.49	1	746.58	99.746	1	954.17	909.51	1	708.25	595.47	1
490.13	521.12	1	1045.9	553.09	1	743.8	103.16	1	960.24	909.01	1	719.58	604.4	1
495.42	513.03	1	1033.2	542.82	1	742.15	105.84	1	965.55	908.66	1	730.31	612.82	1
500.37	505.59	1	1011.5	528.35	1	741.49	107.16	1	974.86	909.9	1	740.34	620.98	1
505.45	498.41	1	990.41	514.24	1	741.48	108.61	1	981.7	912.41	1	749.38	628.54	1
509.63	492.95	1	965.25	502.61	1	741.88	110.82	1	989.28	915.74	1	757.41	635.23	1
513.35	487.89	1	942.54	490.27	1	743.15	111.33	1	997.52	919.44	1	764.57	641.09	1
516.97	481.78	1	920.11	478.47	1	746.88	114.61	1	1005.5	923.1	1	772.26	647.37	1
519.47	477.06	1	899.41	467.84	1	754.45	120.07	1	1012.3	926.25	1	777.41	651.99	1
521.27	472.42	1	881.97	458.63	1	756.45	119.06	1	1018.7	929.36	1	783.24	655.13	1
520.09	470.74	1	864.88	449.69	1	757.96	118.15	1	1025.7	932.75	1	791.42	655.13	1
519	462.35	1	850.44	442.35	1	760.5	117.21	1	1033	935.76	1	799.42	652.15	1
517.09	455.66	1	834.67	433.97	1	764.05	116.51	1	1040.1	938.3	1	805.45	648.98	1
514.74	448.4	1	822.33	427.68	1	766.9	115.29	1	1045.9	940.41	1	811.21	645.3	1
512.65	441.45	1	809.08	420.88	1	768.9	114.07	1	1051.9	942.49	1	816.6	641.65	1
511.09	435.96	1	796.84	414.71	1	771.74	112.56	1	1057.6	944.53	1	821.35	638.34	1
510.1	432.88	1	783.9	407.9	1	773.39	111.54	1	1062.8	946.5	1	827.2	634.73	1
510.47	429.35	1	771.94	403.34	1	775.02	109.73	1	1068.5	948.67	1	832.34	631.37	1
511.11	426.12	1	757.63	403.91	1	779.93	106.46	1	1073.3	950.57	1	837.04	628.05	1
513.11	420.85	1	740.35	408.05	1	783.5	103.81	1	1077.9	952.53	1	840.68	625.21	1
514.33	417.58	1	723.19	412.08	1	786.35	101.63	1	1083	954.16	1	850.85	621.97	1
516.78	413.04	1	708.15	415.46	1	789.55	99.34	1	1094.8	950.43	1	861.83	622.5	1
520.87	405.97	1	694.59	418.92	1	792.76	97.149	1	1111.6	942.4	1	873.44	624.35	1
522.18	400.67	1	682.5	422.19	1	794.72	95.644	1	1130.4	934.73	1	884.84	626.38	1
523.38	395.51	1	671.26	425.76	1	801.59	90.899	1	1147	927.35	1	895.31	628.43	1
525.68	389.75	1	662.76	429	1	809.51	88.495	1	1161.6	920.49	1	904.34	630.31	1
527.79	383.38	1	654.22	432.57	1	817.09	86.64	1	1175.2	913.9	1	911.23	631.01	1
528.89	378.59	1	646.77	435.6	1	822.62	85.137	1	1188.1	907.74	1	919.45	630.3	1
530.53	373.66	1	639.77	438.73	1	829	83.242	1	1200	902.17	1	926.68	628.88	1
530.86	370.16	1	633.01	442.4	1	835.05	81.68	1	1211.6	896.79	1	933.39	627.56	1
531.19	358.63	1	627.71	446.78	1	840.55	80.188	1	1222.3	891.69	1	942.36	626.72	1
530.52	348.98	1	623.23	451	1	845.85	79.025	1	1232.9	886.63	1	952.41	625.57	1
529.25	339.82	1	619.68	455.13	1	850.24	77.912	1	1242.9	881.71	1	961.37	623.7	1
527.61	330.93	1	616.07	460.18	1	856.46	78.278	1	1252.5	876.88	1	971.06	621.12	1
527.25	325.93	1	613.05	465.06	1	867.2	80.218	1	1261.3	872.49	1	979.29	619.12	1
527.53	322	1	611.08	467.38	1	877.6	82.069	1	1270.1	868.16	1	986.54	617.3	1
528.24	316.34	1	608.87	472.58	1	886.62	84.349	1	1277.8	864.34	1	993.01	615.59	1
528.87	310.72	1	606.39	477.45	1	895.65	87.404	1	1285.6	860.55	1	999.38	613.72	1
529.55	302.77	1	603.19	483.88	1	903.95	90.321	1	1293.2	856.95	1	1005	612.02	1
530.13	297.51	1	601.65	490.78	1	908.91	93.202	1	1301.1	853.19	1	1009.4	610.69	1
530.38	295.53	1	598.76	500.6	1	914.04	101.6	1	1309.3	840.13	1	1014.9	609.88	1
531.42	289.15	1	593.68	511.72	1	915.94	111.15	1	1323.3	817.11	1	1024.3	611.53	1
531.58	287.99	1	589.51	523.29	1	916.32	119.38	1	1334	791.46	1	1034.3	613.58	1
532.98	283.95	1	585.06	535.65	1	915.81	128.29	1	1322.7	771.09	1	1043.2	615.6	1
538.2	277.96	1	580.89	546.44	1	915	135.13	1	1299.9	751.91	1	1051.2	617.74	1
543.24	274.4	1	577.77	554.5	1	913.69	142.52	1	1279.2	735.64	1	1059.7	620.63	1
550.64	269.16	1	574.04	560.1	1	912.37	149.02	1	1256.9	722.18	1	1067.7	623.31	1
556.56	264.16	1	569.67	565.05	1	911.17	154.59	1	1238.5	707.94	1	1074.1	625.44	1
560.54	261.02	1	565.18	569.37	1	910.42	158.5	1	1219.5	693.57	1	1080.7	627.41	1
563.73	258.3	1	559.82	574.14	1	908.8	164.4	1	1202	681.41	1	1086.9	629.13	1
567.76	255.11	1	555.44	578.19	1	908.48	166.63	1	1185.7	669.63	1	1092	630.25	1
570.87	252.43	1	551.15	581.74	1	907.72	169.49	1	1169.9	658.56	1	1100.1	628.94	1
575.59	246.3	1	547.69	584.51	1	906.84	172.75	1	1155.3	648.91	1	1109.6	625.73	1
578.7	239.51	1	544.15	587.27	1	905.95	174.61	1	1143.2	643.39	-2	1118.2	623.32	-2
582.17	229.15	1	541.89	589.06	1	904.4	177.72	1	1131	637	-2	1125.8	621.12	-2
584.5	221.27	1	537.8	591.55	1	902.35	180.18	1	1119	630	-2	1133.3	618.93	-2
586.08	216.7	1	527.24	595.43	1	898.57	182.78	1	1108	623	-2	1140.9	616.73	-2
588.31	209.61	1	516.75	600.82	1	895.98	183.63	1	1095	619	-2	1148.5	614.54	-2
589.03	205.93	1	507.61	605.91	1	892.66	184.69	1	1083	614.38	-2	1156.1	612.35	-2
588.94	201.83	1	498.93	610.45	1	885.85	185.33	1	1070.9	608.57	-1	1163.7	610.15	-1
588.16	194.43	1	490.93	614.47	1	881	185.24	1	1058.3	604.76	1	1178.1	606.4	1
587.86	188.23	1	483.58	618.04	1	873.66	185.23	1	1044.2	601.89	1	1185.6	605.19	1
587.86	181.64	1	476.5	621.36	1	868.13	185.47	1	1031.2	598.12	1	1195.2	617.32	1
587.96	173.84	1	469.7	624.52	1	860.27	186.21	1	1018.8	593.97	1	1201.4	640.32	1
587.46	168.42	1	462.62	627.66	1	853.2	186.52	1	1007.2	590.13	1	1208.5	661.3	1
586.17	164.3	1	459.34	630.3	1	847.19	186.69	1	997.34	587.02	1	1214.4	681	1
584.07	159.4	1	457.16	642.05	1	841.28	187.28	1	987.25	584.1	1	1219.6	699.69	1
581	153.52	1	461.48	654.89	1	835.65	187.69	1	977.89	581.5	1	1224.7	715.79	1
577.67	148.02	1	466.5	668.77	1	830.29	187.79	1	968.99	578.86	1	1229.4	730.1	1
574.97	143.91	1	470.9	682.63	1	827.02	187.6	1	959.85	575.89	1	1234.4	744.61	1
